cell_id,sample_id,manuscript_id,condition,n_counts,n_genes,pct_mt,length,leiden_geneformer
c000782,S557,C3,COVID-19,2938,1471,6.943498978897209,1354,5
c000783,S557,C3,COVID-19,3532,1460,6.058890147225368,1352,5
c000784,S558,C4,COVID-19,3218,1469,4.133001864512119,1351,5
c000785,S557,C3,COVID-19,4050,1488,14.444444444444445,1350,5
c000786,S556,C2,COVID-19,3134,1477,5.64773452456924,1349,5
c000787,S558,C4,COVID-19,2920,1467,6.36986301369863,1349,5
c000788,S558,C4,COVID-19,2725,1464,5.504587155963303,1349,5
c000789,HIP043,H4,Healthy,3175,1486,6.551181102362205,1348,5
c000790,S558,C4,COVID-19,3281,1463,6.888143858579701,1347,5
c000791,S557,C3,COVID-19,3091,1476,6.470397929472663,1346,5
c000792,S558,C4,COVID-19,3187,1451,4.455600878569188,1346,5
c000793,S558,C4,COVID-19,2602,1442,4.15065334358186,1345,5
c000794,S558,C4,COVID-19,3032,1454,6.101583113456464,1344,5
c000795,S558,C4,COVID-19,3688,1466,4.202819956616052,1344,5
c000796,S558,C4,COVID-19,3191,1462,5.703541209652147,1342,5
c000797,HIP043,H4,Healthy,3395,1471,15.699558173784977,1341,5
c000798,S557,C3,COVID-19,3158,1434,3.4515516149461685,1341,5
c000799,S557,C3,COVID-19,2934,1460,4.124062713019768,1341,5
c000800,S558,C4,COVID-19,2975,1450,3.9327731092436973,1341,5
c000801,HIP043,H4,Healthy,2781,1478,5.17799352750809,1340,5
c000802,S557,C3,COVID-19,2859,1447,5.561385099685205,1340,5
c000803,HIP043,H4,Healthy,3179,1470,8.776344762503932,1339,5
c000804,S557,C3,COVID-19,4273,1486,10.039784694593962,1339,5
c000805,S558,C4,COVID-19,2796,1438,6.795422031473533,1338,5
c000806,S557,C3,COVID-19,3087,1464,5.150631681243926,1337,5
c000807,S558,C4,COVID-19,2561,1448,3.7485357282311598,1337,5
c000808,S557,C3,COVID-19,2876,1454,7.858136300417246,1336,5
c000809,S558,C4,COVID-19,3609,1448,6.095871432529787,1336,5
c000810,S557,C3,COVID-19,3234,1460,4.916512059369202,1334,5
c000811,S558,C4,COVID-19,3258,1463,4.542664211172498,1334,5
c000812,S558,C4,COVID-19,3055,1446,4.026186579378069,1333,5
c000813,S556,C2,COVID-19,2962,1453,8.170155300472654,1331,5
c000814,S558,C4,COVID-19,3043,1426,4.732172198488334,1331,5
c000815,HIP043,H4,Healthy,2877,1443,13.277719847062913,1330,5
c000816,S558,C4,COVID-19,3512,1453,4.925968109339408,1330,5
c000817,S557,C3,COVID-19,2878,1441,5.941626129256428,1329,5
c000818,S558,C4,COVID-19,3639,1433,2.9953283869194833,1329,5
c000819,S558,C4,COVID-19,3103,1456,3.770544634224944,1329,5
c000820,S556,C2,COVID-19,3001,1448,3.165611462845718,1328,5
c000821,S557,C3,COVID-19,3659,1429,4.04482098934135,1328,5
c000822,S557,C3,COVID-19,2898,1456,9.385783298826777,1328,5
c000823,S558,C4,COVID-19,3331,1432,4.9534674271990395,1328,5
c000824,S558,C4,COVID-19,2806,1442,3.848895224518888,1328,5
c000825,S557,C3,COVID-19,3285,1452,7.153729071537291,1326,5
c000826,S557,C3,COVID-19,2673,1457,4.975682753460531,1326,5
c000827,S557,C3,COVID-19,3173,1452,3.9710053577056414,1326,5
c000828,S558,C4,COVID-19,3145,1430,5.21462639109698,1325,5
c000829,HIP043,H4,Healthy,3382,1471,8.30869308101715,1324,5
c000830,S558,C4,COVID-19,3185,1442,5.934065934065934,1324,5
c000831,S557,C3,COVID-19,3362,1437,2.201070791195717,1323,5
c000832,S557,C3,COVID-19,3129,1425,4.090763822307446,1322,5
c000833,S557,C3,COVID-19,4447,1434,7.713064987632111,1322,5
c000834,S557,C3,COVID-19,2980,1435,5.906040268456376,1322,5
c000835,S558,C4,COVID-19,2530,1430,5.177865612648222,1322,5
c000836,S557,C3,COVID-19,3915,1430,11.9029374201788,1321,5
c000837,S557,C3,COVID-19,3340,1443,5.92814371257485,1321,5
c000838,S557,C3,COVID-19,3338,1450,5.36249251048532,1321,5
c000839,S557,C3,COVID-19,2730,1436,7.17948717948718,1319,5
c000840,HIP043,H4,Healthy,3033,1426,7.385426969996703,1318,5
c000841,S558,C4,COVID-19,2819,1428,3.1216743526073074,1318,5
c000842,HIP043,H4,Healthy,2850,1431,5.368421052631579,1317,5
c000843,S558,C4,COVID-19,3159,1447,6.932573599240266,1317,5
c000844,S558,C4,COVID-19,3269,1425,7.341694707861731,1316,5
c000845,S558,C4,COVID-19,2721,1447,2.4623300257258363,1316,5
c000846,S557,C3,COVID-19,3454,1430,4.777070063694268,1314,5
c000847,S556,C2,COVID-19,3063,1433,3.819784524975514,1313,5
c000848,S557,C3,COVID-19,2960,1439,7.128378378378378,1313,5
c000849,S558,C4,COVID-19,3072,1433,3.4505208333333335,1313,5
c000850,S557,C3,COVID-19,3269,1436,10.920770877944326,1312,5
c000851,S557,C3,COVID-19,2695,1439,8.571428571428571,1312,5
c000852,S557,C3,COVID-19,3247,1431,16.322759470280257,1312,5
c000853,S558,C4,COVID-19,2911,1418,4.98110614908966,1312,5
c000854,S556,C2,COVID-19,2906,1438,5.505849965588438,1311,5
c000855,S557,C3,COVID-19,3097,1413,9.331611236680658,1311,5
c000856,S558,C4,COVID-19,2669,1397,4.008992131884601,1311,5
c000857,S558,C4,COVID-19,3394,1425,4.861520329994107,1311,5
c000858,S556,C2,COVID-19,2804,1415,4.778887303851641,1310,5
c000859,S557,C3,COVID-19,2867,1425,3.069410533658877,1310,5
c000860,S558,C4,COVID-19,2855,1433,6.865148861646235,1310,5
c000861,S558,C4,COVID-19,3415,1444,6.149341142020498,1310,5
c000862,HIP043,H4,Healthy,3116,1438,9.85237483953787,1309,5
c000863,S556,C2,COVID-19,2988,1426,6.191432396251673,1309,5
c000864,S558,C4,COVID-19,2826,1390,4.033970276008493,1309,5
c000865,S556,C2,COVID-19,3095,1431,7.269789983844911,1308,5
c000866,S557,C3,COVID-19,3037,1423,7.046427395456043,1308,5
c000867,S557,C3,COVID-19,2776,1428,6.195965417867435,1308,5
c000868,HIP043,H4,Healthy,2687,1415,5.284704131001116,1307,5
c000869,S557,C3,COVID-19,2966,1408,4.517869184086312,1307,5
c000870,S557,C3,COVID-19,3063,1425,8.978126020241593,1307,5
c000871,HIP043,H4,Healthy,3321,1440,9.48509485094851,1306,5
c000872,S557,C3,COVID-19,3484,1421,6.77382319173364,1306,5
c000873,S557,C3,COVID-19,2736,1404,7.383040935672515,1305,5
c000874,S557,C3,COVID-19,3259,1409,5.062902730899049,1304,5
c000875,S556,C2,COVID-19,3118,1426,10.968569595894804,1303,5
c000876,S557,C3,COVID-19,3152,1421,5.710659898477157,1303,5
c000877,S558,C4,COVID-19,2823,1440,10.237336167198016,1303,5
c000878,S557,C3,COVID-19,2763,1411,5.320304017372421,1302,5
c000879,S557,C3,COVID-19,2775,1412,7.81981981981982,1302,5
c000880,S557,C3,COVID-19,3145,1415,5.023847376788553,1302,5
c000881,S557,C3,COVID-19,3852,1421,3.7383177570093458,1301,5
c000882,S557,C3,COVID-19,3232,1418,9.808168316831683,1300,5
c000883,S557,C3,COVID-19,3083,1430,6.292572169964321,1299,5
c000884,S558,C4,COVID-19,2849,1406,5.721305721305721,1299,5
c000885,S556,C2,COVID-19,3502,1418,3.426613363792119,1298,5
c000886,S557,C3,COVID-19,2417,1396,3.723624327678941,1298,5
c000887,S557,C3,COVID-19,2757,1412,7.7983315197678635,1298,5
c000888,S557,C3,COVID-19,2702,1407,6.772760917838638,1298,5
c000889,S557,C3,COVID-19,3190,1403,2.476489028213166,1297,5
c000890,S557,C3,COVID-19,3165,1414,7.962085308056872,1297,5
c000891,S557,C3,COVID-19,2850,1394,6.315789473684211,1296,5
c000892,S557,C3,COVID-19,2959,1425,9.699222710375127,1296,5
c000893,S558,C4,COVID-19,2932,1413,2.660300136425648,1294,5
c000894,S557,C3,COVID-19,2834,1401,4.446012702893436,1293,5
c000895,S558,C4,COVID-19,3076,1406,5.23407022106632,1293,5
c000896,S558,C4,COVID-19,2847,1406,3.617843343870741,1293,5
c000897,S558,C4,COVID-19,2883,1399,3.0523759972251128,1291,5
c000898,HIP043,H4,Healthy,2681,1406,6.676613204028348,1290,5
c000899,S556,C2,COVID-19,2905,1390,5.851979345955249,1290,5
c000900,S557,C3,COVID-19,3118,1410,8.338678640153946,1290,5
c000901,S557,C3,COVID-19,2559,1393,5.54904259476358,1288,5
c000902,S556,C2,COVID-19,3098,1397,4.648160103292446,1287,5
c000903,S557,C3,COVID-19,3053,1395,3.1116934163118244,1287,5
c000904,S558,C4,COVID-19,3771,1404,9.201803235216124,1287,5
c000905,S557,C3,COVID-19,2913,1398,4.222451081359424,1286,5
c000906,S557,C3,COVID-19,3302,1384,7.056329497274379,1285,5
c000907,S557,C3,COVID-19,2406,1400,5.652535328345802,1284,5
c000908,S557,C3,COVID-19,3751,1428,6.718208477739269,1283,5
c000909,S558,C4,COVID-19,3047,1391,2.6583524778470626,1282,5
c000910,HIP043,H4,Healthy,2849,1383,4.878904878904879,1281,5
c000911,S557,C3,COVID-19,2802,1401,4.425410421127766,1281,5
c000912,S557,C3,COVID-19,2935,1394,6.030664395229983,1280,5
c000913,S557,C3,COVID-19,4729,1454,2.4952421230704167,1280,5
c000914,S558,C4,COVID-19,2393,1382,3.134141245298788,1280,5
c000915,HIP043,H4,Healthy,2704,1387,5.954142011834319,1279,5
c000916,S557,C3,COVID-19,2980,1393,10.06711409395973,1279,5
c000917,S558,C4,COVID-19,3543,1378,5.644933672029354,1279,5
c000918,HIP043,H4,Healthy,2804,1388,9.914407988587731,1278,5
c000919,S557,C3,COVID-19,3015,1378,7.993366500829187,1277,5
c000920,S556,C2,COVID-19,2796,1401,3.648068669527897,1276,5
c000921,S557,C3,COVID-19,2885,1401,4.540727902946274,1276,5
c000922,S558,C4,COVID-19,3173,1374,5.9880239520958085,1275,5
c000923,S556,C2,COVID-19,2902,1388,5.651274982770503,1273,5
c000924,HIP043,H4,Healthy,2682,1395,6.114839671886652,1271,5
c000925,S556,C2,COVID-19,2906,1385,5.333792154163799,1271,5
c000926,S557,C3,COVID-19,2990,1374,4.682274247491639,1271,5
c000927,HIP043,H4,Healthy,2704,1377,6.47189349112426,1270,5
c000928,S557,C3,COVID-19,2952,1381,4.336043360433604,1270,5
c000929,S558,C4,COVID-19,2891,1370,4.808024904877205,1270,5
c000930,S557,C3,COVID-19,3284,1398,8.678440925700366,1269,5
c000931,HIP043,H4,Healthy,2784,1383,7.112068965517241,1268,5
c000932,S557,C3,COVID-19,3003,1392,9.157509157509157,1267,5
c000933,S558,C4,COVID-19,2729,1367,5.166727739098571,1267,5
c000934,S557,C3,COVID-19,3040,1398,9.539473684210526,1266,5
c000935,S558,C4,COVID-19,2675,1362,8.261682242990654,1266,5
c000936,HIP043,H4,Healthy,2583,1371,5.807200929152149,1265,5
c000937,S557,C3,COVID-19,3005,1385,6.023294509151414,1265,5
c000938,HIP043,H4,Healthy,2548,1386,6.7111459968602825,1263,5
c000939,S557,C3,COVID-19,2339,1381,6.712270200940573,1263,5
c000940,S557,C3,COVID-19,3251,1373,7.443863426637957,1262,5
c000941,HIP043,H4,Healthy,2626,1370,7.34958111195735,1261,5
c000942,S558,C4,COVID-19,3329,1368,4.325623310303395,1261,5
c000943,S557,C3,COVID-19,3237,1370,6.703738029039234,1260,5
c000944,S557,C3,COVID-19,2973,1370,7.904473595694585,1260,5
c000945,S557,C3,COVID-19,2648,1376,9.441087613293051,1259,5
c000946,S557,C3,COVID-19,2412,1364,4.06301824212272,1258,5
c000947,S557,C3,COVID-19,3149,1384,5.684344236265481,1258,5
c000948,S557,C3,COVID-19,3423,1389,6.1057551855097865,1258,5
c000949,S556,C2,COVID-19,3063,1356,7.084557623245185,1257,5
c000950,HIP043,H4,Healthy,2861,1368,8.563439356868228,1256,5
c000951,S557,C3,COVID-19,3205,1377,13.13572542901716,1256,5
c000952,HIP043,H4,Healthy,2983,1376,8.749580958766343,1255,5
c000953,S557,C3,COVID-19,2933,1366,5.830207978179339,1255,5
c000954,S558,C4,COVID-19,2838,1372,4.474982381959126,1255,5
c000955,S557,C3,COVID-19,2943,1353,10.839279646619095,1254,5
c000956,S557,C3,COVID-19,2671,1353,10.071134406589293,1251,5
c000957,S557,C3,COVID-19,2747,1370,4.950855478704041,1251,5
c000958,S557,C3,COVID-19,2711,1377,6.123201770564368,1251,5
c000959,HIP043,H4,Healthy,2681,1368,4.252144722118612,1250,5
c000960,S556,C2,COVID-19,2726,1361,6.493030080704329,1249,5
c000961,S557,C3,COVID-19,3239,1369,7.7493053411546775,1249,5
c000962,S557,C3,COVID-19,2791,1351,9.243998566821928,1248,5
c000963,HIP043,H4,Healthy,2729,1365,10.480029314767314,1247,5
c000964,S558,C4,COVID-19,2729,1339,8.28142176621473,1246,5
c000965,HIP043,H4,Healthy,2645,1356,9.754253308128545,1244,5
c000966,S556,C2,COVID-19,2840,1347,9.401408450704226,1244,5
c000967,S557,C3,COVID-19,3137,1349,5.737966209754543,1244,5
c000968,S558,C4,COVID-19,2735,1336,4.460694698354661,1243,5
c000969,S557,C3,COVID-19,3017,1346,12.098110705999337,1242,5
c000970,S557,C3,COVID-19,2728,1356,4.252199413489736,1242,5
c000971,S557,C3,COVID-19,2724,1371,5.0293685756240825,1242,5
c000972,S556,C2,COVID-19,2480,1362,4.67741935483871,1241,5
c000973,S557,C3,COVID-19,2633,1372,7.0262058488416255,1241,5
c000974,S558,C4,COVID-19,2753,1344,4.831093352706139,1241,5
c000975,HIP043,H4,Healthy,2454,1354,6.030969845150774,1240,5
c000976,S558,C4,COVID-19,2840,1344,3.6267605633802815,1240,5
c000977,S557,C3,COVID-19,2645,1339,6.805293005671078,1239,5
c000978,S557,C3,COVID-19,2598,1345,6.851424172440339,1239,5
c000979,S558,C4,COVID-19,2645,1325,2.23062381852552,1239,5
c000980,S558,C4,COVID-19,3032,1332,6.068601583113456,1238,5
c000981,HIP043,H4,Healthy,2791,1334,6.520960229308492,1237,5
c000982,S557,C3,COVID-19,2576,1348,4.658385093167702,1237,5
c000983,S557,C3,COVID-19,2867,1353,6.069061737007325,1237,5
c000984,S558,C4,COVID-19,3194,1346,4.821540388227928,1237,5
c000985,HIP043,H4,Healthy,2804,1347,9.379457917261055,1236,5
c000986,HIP043,H4,Healthy,2907,1352,7.258341933264534,1235,5
c000987,S557,C3,COVID-19,2831,1337,4.9099258212645704,1235,5
c000988,S557,C3,COVID-19,3175,1334,5.25984251968504,1235,5
c000989,S556,C2,COVID-19,3182,1347,12.57071024512885,1234,5
c000990,S556,C2,COVID-19,2568,1350,6.658878504672897,1234,5
c000991,S558,C4,COVID-19,2535,1318,3.58974358974359,1234,5
c000992,S558,C4,COVID-19,3021,1333,5.759682224428997,1233,5
c000993,S558,C4,COVID-19,2728,1331,6.158357771260997,1233,5
c000994,S558,C4,COVID-19,3257,1378,4.267731040835124,1233,5
c000995,S557,C3,COVID-19,2959,1341,5.035484961135519,1232,5
c000996,S557,C3,COVID-19,2854,1341,5.045550105115627,1231,5
c000997,S557,C3,COVID-19,2556,1337,6.259780907668231,1230,5
c000998,S558,C4,COVID-19,2482,1331,7.655116841257051,1230,5
c000999,S558,C4,COVID-19,2618,1347,4.583651642475172,1229,5
c001000,HIP043,H4,Healthy,2503,1322,7.550938873351978,1228,5
c001001,S557,C3,COVID-19,2690,1336,8.141263940520446,1228,5
c001002,S557,C3,COVID-19,2861,1327,12.303390422929045,1227,5
c001003,S557,C3,COVID-19,2586,1343,5.220417633410673,1226,5
c001004,HIP043,H4,Healthy,2726,1327,8.327219369038884,1225,5
c001005,HIP043,H4,Healthy,2723,1335,6.059493206022769,1225,5
c001006,HIP043,H4,Healthy,2668,1340,6.296851574212893,1225,5
c001007,S557,C3,COVID-19,2554,1342,5.794831636648395,1225,5
c001008,HIP043,H4,Healthy,2959,1323,10.037174721189592,1223,5
c001009,S556,C2,COVID-19,2880,1333,4.895833333333333,1223,5
c001010,S557,C3,COVID-19,3096,1335,5.135658914728682,1223,5
c001011,S557,C3,COVID-19,2799,1340,9.32475884244373,1223,5
c001012,S557,C3,COVID-19,2448,1326,3.962418300653595,1220,5
c001013,S557,C3,COVID-19,2926,1330,2.050580997949419,1220,5
c001014,S558,C4,COVID-19,2291,1313,3.6228721082496724,1220,5
c001015,S558,C4,COVID-19,2571,1322,5.639828860365617,1220,5
c001016,S557,C3,COVID-19,2451,1314,4.977560179518564,1219,5
c001017,S557,C3,COVID-19,2788,1340,7.496413199426112,1219,5
c001018,S558,C4,COVID-19,2591,1318,3.705133153222694,1219,5
c001019,S557,C3,COVID-19,2589,1308,11.00811123986095,1218,5
c001020,S557,C3,COVID-19,3422,1352,7.597895967270602,1218,5
c001021,S558,C4,COVID-19,3058,1314,3.368214519293656,1218,5
c001022,S557,C3,COVID-19,3013,1320,4.646531695984069,1217,5
c001023,S557,C3,COVID-19,2587,1335,7.3830691921144185,1217,5
c001024,S558,C4,COVID-19,2457,1316,4.5584045584045585,1216,5
c001025,S558,C4,COVID-19,2792,1340,5.157593123209169,1216,5
c001026,HIP043,H4,Healthy,3023,1324,8.534568309626199,1215,5
c001027,S556,C2,COVID-19,2857,1336,7.630381519075954,1215,5
c001028,S558,C4,COVID-19,2450,1298,3.795918367346939,1215,5
c001029,S558,C4,COVID-19,2743,1308,2.5154939846882973,1215,5
c001030,S558,C4,COVID-19,2496,1309,3.6858974358974357,1215,5
c001031,HIP043,H4,Healthy,2717,1330,6.183290393816709,1214,5
c001032,S557,C3,COVID-19,2412,1315,4.933665008291874,1214,5
c001033,S558,C4,COVID-19,2619,1312,8.781977854142802,1214,5
c001034,S557,C3,COVID-19,3114,1310,3.243416827231856,1213,5
c001035,S558,C4,COVID-19,2482,1326,7.01047542304593,1213,5
c001036,S556,C2,COVID-19,2698,1317,5.2631578947368425,1212,5
c001037,S558,C4,COVID-19,2884,1304,6.171983356449376,1212,5
c001038,S558,C4,COVID-19,2476,1317,8.764135702746366,1212,5
c001039,S557,C3,COVID-19,2924,1351,5.950752393980848,1211,5
c001040,HIP043,H4,Healthy,2433,1313,6.494040279490341,1210,5
c001041,HIP043,H4,Healthy,2534,1321,4.8539857932123125,1210,5
c001042,HIP043,H4,Healthy,2889,1314,7.545863620629976,1210,5
c001043,S556,C2,COVID-19,2886,1332,5.37075537075537,1210,5
c001044,S557,C3,COVID-19,3151,1314,5.046017137416693,1210,5
c001045,S557,C3,COVID-19,2786,1313,5.8147882268485285,1210,5
c001046,S557,C3,COVID-19,2765,1323,5.895117540687161,1210,5
c001047,HIP043,H4,Healthy,2716,1331,5.596465390279823,1209,5
c001048,S557,C3,COVID-19,2927,1309,3.0406559617355655,1208,5
c001049,S557,C3,COVID-19,2769,1325,6.103286384976526,1208,5
c001050,S557,C3,COVID-19,3969,1322,7.533383723859914,1208,5
c001051,S558,C4,COVID-19,2851,1315,8.10242020343739,1208,5
c001052,S556,C2,COVID-19,2845,1315,5.0966608084358525,1207,5
c001053,S557,C3,COVID-19,2645,1300,7.069943289224953,1207,5
c001054,S557,C3,COVID-19,2849,1314,15.198315198315198,1207,5
c001055,HIP043,H4,Healthy,2498,1328,5.084067253803043,1206,5
c001056,HIP043,H4,Healthy,2838,1345,3.875968992248062,1206,5
c001057,S557,C3,COVID-19,2785,1313,4.919210053859964,1206,5
c001058,S558,C4,COVID-19,2597,1304,4.3126684636118595,1204,5
c001059,S558,C4,COVID-19,2711,1291,6.233862043526374,1203,5
c001060,S557,C3,COVID-19,2971,1313,3.8370918882531133,1202,5
c001061,S558,C4,COVID-19,2745,1300,4.48087431693989,1202,5
c001062,S557,C3,COVID-19,2356,1309,3.140916808149406,1201,5
c001063,S557,C3,COVID-19,2721,1292,5.071664829106946,1200,5
c001064,S557,C3,COVID-19,3201,1332,6.935332708528585,1200,5
c001065,S558,C4,COVID-19,3060,1314,12.450980392156863,1200,5
c001066,S557,C3,COVID-19,2468,1306,2.8363047001620747,1199,5
c001067,S557,C3,COVID-19,2557,1314,3.597966366836136,1199,5
c001068,S558,C4,COVID-19,2731,1302,5.968509703405346,1199,5
c001069,S558,C4,COVID-19,2708,1319,3.1019202363367797,1199,5
c001070,S557,C3,COVID-19,2943,1312,5.946313285762827,1198,5
c001071,S558,C4,COVID-19,2408,1289,4.3604651162790695,1198,5
c001072,S557,C3,COVID-19,2664,1284,8.333333333333334,1197,5
c001073,S557,C3,COVID-19,2559,1297,4.8065650644783116,1197,5
c001074,S558,C4,COVID-19,3363,1302,15.402914064823074,1196,5
c001075,S558,C4,COVID-19,2686,1309,7.4460163812360385,1196,5
c001076,HIP043,H4,Healthy,2461,1287,4.063388866314506,1194,5
c001077,HIP043,H4,Healthy,2770,1308,12.59927797833935,1194,5
c001078,S557,C3,COVID-19,2962,1305,7.562457798784605,1193,5
c001079,S558,C4,COVID-19,2917,1289,4.93657867672266,1193,5
c001080,S558,C4,COVID-19,2878,1314,4.412786657400973,1193,5
c001081,HIP043,H4,Healthy,2569,1297,4.748929544569871,1192,5
c001082,S558,C4,COVID-19,2597,1292,3.5810550635348477,1191,5
c001083,HIP043,H4,Healthy,2788,1280,7.998565279770445,1190,5
c001084,S557,C3,COVID-19,2888,1304,9.245152354570637,1190,5
c001085,S557,C3,COVID-19,3736,1371,16.434689507494646,1190,5
c001086,S558,C4,COVID-19,2617,1285,5.043943446694689,1190,5
c001087,S557,C3,COVID-19,2574,1300,6.876456876456876,1189,5
c001088,S557,C3,COVID-19,2948,1311,4.952510176390773,1188,5
c001089,S557,C3,COVID-19,2762,1287,7.422157856625634,1187,5
c001090,S557,C3,COVID-19,3150,1305,11.142857142857142,1187,5
c001091,S558,C4,COVID-19,2273,1273,2.7716673999120105,1187,5
c001092,S556,C2,COVID-19,2748,1297,10.080058224163027,1186,5
c001093,S557,C3,COVID-19,3420,1289,4.707602339181286,1186,5
c001094,S558,C4,COVID-19,3319,1292,4.278397107562519,1186,5
c001095,HIP043,H4,Healthy,2410,1283,7.925311203319502,1184,5
c001096,S556,C2,COVID-19,2795,1290,4.293381037567084,1183,5
c001097,S556,C2,COVID-19,2477,1288,5.0867985466289865,1182,5
c001098,S557,C3,COVID-19,2575,1285,7.145631067961165,1181,5
c001099,S558,C4,COVID-19,2393,1279,6.2264939406602595,1181,5
c001100,S558,C4,COVID-19,3366,1301,5.733808674985146,1181,5
c001101,S556,C2,COVID-19,2889,1304,6.5766701280719975,1180,5
c001102,S557,C3,COVID-19,2950,1274,4.779661016949152,1180,5
c001103,S557,C3,COVID-19,2892,1277,3.9419087136929463,1180,5
c001104,S557,C3,COVID-19,2729,1292,4.030780505679736,1180,5
c001105,S558,C4,COVID-19,2688,1295,4.910714285714286,1179,5
c001106,HIP043,H4,Healthy,2691,1274,9.21590486807878,1177,5
c001107,S557,C3,COVID-19,2861,1288,6.606081789584062,1177,5
c001108,S558,C4,COVID-19,2551,1258,10.740885927087417,1177,5
c001109,S558,C4,COVID-19,2597,1286,4.351174432036966,1177,5
c001110,S557,C3,COVID-19,3146,1264,5.785123966942149,1176,5
c001111,S558,C4,COVID-19,2642,1275,4.693414080242241,1176,5
c001112,S557,C3,COVID-19,3180,1268,4.779874213836478,1175,5
c001113,HIP043,H4,Healthy,2313,1282,7.090358841331604,1173,5
c001114,S558,C4,COVID-19,2927,1267,6.388793987017424,1172,5
c001115,S557,C3,COVID-19,2489,1270,5.383688228204098,1171,5
c001116,S558,C4,COVID-19,2818,1289,4.4002838892831795,1171,5
c001117,S557,C3,COVID-19,2504,1268,2.7955271565495208,1170,5
c001118,S557,C3,COVID-19,2624,1278,6.021341463414634,1170,5
c001119,HIP043,H4,Healthy,2223,1270,6.342780026990553,1169,5
c001120,S557,C3,COVID-19,2683,1294,4.3607901602683565,1169,5
c001121,S557,C3,COVID-19,2953,1294,9.481882831019302,1169,5
c001122,S556,C2,COVID-19,2492,1267,4.414125200642054,1168,5
c001123,HIP043,H4,Healthy,2493,1286,7.541115122342559,1167,5
c001124,S557,C3,COVID-19,2710,1273,2.878228782287823,1167,5
c001125,S556,C2,COVID-19,2459,1283,5.774705164701098,1166,5
c001126,S557,C3,COVID-19,3018,1252,6.4943671305500335,1166,5
c001127,HIP043,H4,Healthy,2713,1274,6.48728345005529,1165,5
c001128,S558,C4,COVID-19,2561,1258,5.388520109332292,1165,5
c001129,S557,C3,COVID-19,2331,1254,4.547404547404548,1163,5
c001130,S557,C3,COVID-19,2557,1260,5.084082909659758,1162,5
c001131,HIP043,H4,Healthy,2508,1265,10.76555023923445,1161,5
c001132,S557,C3,COVID-19,2286,1260,7.524059492563429,1161,5
c001133,S557,C3,COVID-19,2718,1259,5.15084621044886,1161,5
c001134,HIP043,H4,Healthy,2120,1256,6.415094339622642,1160,5
c001135,HIP043,H4,Healthy,3114,1264,16.441875401412975,1160,5
c001136,S556,C2,COVID-19,2641,1250,8.708822415751609,1160,5
c001137,S557,C3,COVID-19,2461,1277,6.135717188134905,1159,5
c001138,S557,C3,COVID-19,2812,1274,4.907539118065434,1158,5
c001139,S558,C4,COVID-19,2299,1243,4.784688995215311,1157,5
c001140,S557,C3,COVID-19,2542,1246,5.625491738788356,1156,5
c001141,HIP043,H4,Healthy,2494,1249,8.540497193263834,1154,5
c001142,S557,C3,COVID-19,3278,1263,2.806589383770592,1154,5
c001143,S557,C3,COVID-19,2522,1253,7.057890563045202,1153,5
c001144,S557,C3,COVID-19,2925,1273,3.5213675213675213,1152,5
c001145,S558,C4,COVID-19,2568,1234,3.6993769470404985,1152,5
c001146,S558,C4,COVID-19,2488,1235,3.8585209003215435,1152,5
c001147,S558,C4,COVID-19,2431,1249,7.11641299876594,1151,5
c001148,S557,C3,COVID-19,2637,1256,13.955252180508154,1150,5
c001149,S558,C4,COVID-19,2615,1256,5.850860420650096,1150,5
c001150,S556,C2,COVID-19,2639,1248,4.168245547555893,1149,5
c001151,S558,C4,COVID-19,2460,1230,7.276422764227642,1149,5
c001152,HIP043,H4,Healthy,2450,1255,12.040816326530612,1148,5
c001153,S557,C3,COVID-19,2618,1244,6.073338426279602,1147,5
c001154,S557,C3,COVID-19,2536,1248,5.796529968454259,1145,5
c001155,S558,C4,COVID-19,2642,1253,6.510219530658592,1144,5
c001156,S558,C4,COVID-19,2416,1222,5.960264900662252,1142,5
c001157,S558,C4,COVID-19,2611,1237,6.051321332822673,1142,5
c001158,S557,C3,COVID-19,2605,1239,3.9923224568138194,1141,5
c001159,S557,C3,COVID-19,2631,1252,12.846826301786393,1141,5
c001160,S557,C3,COVID-19,2516,1244,9.181240063593005,1141,5
c001161,S557,C3,COVID-19,2542,1239,5.0747442958300555,1140,5
c001162,S557,C3,COVID-19,3649,1251,8.82433543436558,1140,5
c001163,S556,C2,COVID-19,2682,1237,7.79269202087994,1139,5
c001164,S557,C3,COVID-19,3145,1239,5.34181240063593,1139,5
c001165,S557,C3,COVID-19,2660,1247,8.308270676691729,1139,5
c001166,S557,C3,COVID-19,2590,1237,6.216216216216216,1138,5
c001167,S557,C3,COVID-19,2797,1240,5.041115480872363,1138,5
c001168,S557,C3,COVID-19,2250,1250,7.4222222222222225,1138,5
c001169,S558,C4,COVID-19,3009,1234,6.945829179129279,1138,5
c001170,S558,C4,COVID-19,2561,1235,3.0066380320187425,1136,5
c001171,HIP043,H4,Healthy,2914,1239,10.054907343857241,1135,5
c001172,S558,C4,COVID-19,2005,1225,3.690773067331671,1135,5
c001173,S557,C3,COVID-19,2520,1244,4.365079365079365,1134,5
c001174,S558,C4,COVID-19,2452,1217,5.750407830342578,1133,5
c001175,S558,C4,COVID-19,2291,1223,5.936272370144042,1132,5
c001176,HIP043,H4,Healthy,2351,1222,11.782220331773713,1131,5
