cell_id,sample_id,manuscript_id,condition,n_counts,n_genes,pct_mt,length,leiden_geneformer
c001576,S558,C4,COVID-19,1795,990,3.6768802228412256,925,5
c001577,S558,C4,COVID-19,1883,988,5.469994689325544,925,5
c001578,S558,C4,COVID-19,2039,1027,4.61010299166258,925,5
c001579,S557,C3,COVID-19,1916,1009,4.4363256784968685,924,5
c001580,S557,C3,COVID-19,1899,1001,3.054239073196419,924,5
c001581,S558,C4,COVID-19,1756,998,3.8154897494305238,924,5
c001582,S558,C4,COVID-19,1840,1006,4.293478260869565,924,5
c001583,S557,C3,COVID-19,2487,1004,15.038198632891033,923,5
c001584,S557,C3,COVID-19,1964,1001,4.327902240325866,922,5
c001585,S557,C3,COVID-19,2367,1004,4.562737642585551,922,5
c001586,S557,C3,COVID-19,2020,1011,7.97029702970297,921,5
c001587,S558,C4,COVID-19,1899,993,5.950500263296472,921,5
c001588,S558,C4,COVID-19,2346,1007,5.541346973572037,921,5
c001589,HIP043,H4,Healthy,1857,998,7.215939687668282,920,5
c001590,HIP043,H4,Healthy,1604,1005,5.7356608478802995,918,5
c001591,S558,C4,COVID-19,1810,996,3.701657458563536,918,5
c001592,HIP043,H4,Healthy,1834,1007,5.888767720828789,916,5
c001593,S558,C4,COVID-19,1892,1004,4.862579281183932,916,5
c001594,HIP043,H4,Healthy,1721,1031,7.902382335851249,914,5
c001595,S557,C3,COVID-19,1811,991,4.803975704030922,914,5
c001596,S557,C3,COVID-19,2143,1015,7.139524031731218,914,5
c001597,S558,C4,COVID-19,2327,977,4.297378599054577,914,5
c001598,S556,C2,COVID-19,1799,998,6.670372429127293,913,5
c001599,S557,C3,COVID-19,2909,993,7.493984187005844,913,5
c001600,S557,C3,COVID-19,2153,984,8.685555039479796,912,5
c001601,S557,C3,COVID-19,1747,996,10.761305094447625,912,5
c001602,S557,C3,COVID-19,2596,1006,9.553158705701078,912,5
c001603,S558,C4,COVID-19,2117,1027,3.5899858290033064,912,5
c001604,HIP043,H4,Healthy,2190,992,22.328767123287673,911,5
c001605,S557,C3,COVID-19,1526,971,2.948885976408912,910,5
c001606,S557,C3,COVID-19,1844,983,4.718004338394794,909,5
c001607,S558,C4,COVID-19,1736,966,5.184331797235023,909,5
c001608,S558,C4,COVID-19,1784,987,4.147982062780269,909,5
c001609,HIP043,H4,Healthy,1822,990,4.994511525795828,908,5
c001610,S557,C3,COVID-19,2133,1019,7.594936708860759,908,5
c001611,S556,C2,COVID-19,2040,981,6.127450980392157,907,5
c001612,S557,C3,COVID-19,1788,998,11.74496644295302,906,5
c001613,S557,C3,COVID-19,1936,1001,3.6673553719008263,906,5
c001614,S556,C2,COVID-19,1640,975,4.329268292682927,905,5
c001615,S558,C4,COVID-19,1857,972,6.515885837372106,905,5
c001616,S558,C4,COVID-19,1683,965,6.0606060606060606,904,5
c001617,S556,C2,COVID-19,2045,980,6.112469437652812,903,5
c001618,S557,C3,COVID-19,1706,984,3.3997655334114887,903,5
c001619,S558,C4,COVID-19,1857,976,6.085083467959074,903,5
c001620,HIP043,H4,Healthy,2107,1004,13.621262458471762,902,5
c001621,S557,C3,COVID-19,2052,988,10.1364522417154,902,5
c001622,S558,C4,COVID-19,1603,967,5.6144728633811605,901,5
c001623,S558,C4,COVID-19,2069,1001,5.799903334944418,901,5
c001624,S557,C3,COVID-19,1597,973,4.884157795867251,900,5
c001625,S557,C3,COVID-19,2154,983,4.178272980501393,899,5
c001626,S557,C3,COVID-19,2405,987,5.945945945945946,899,5
c001627,S558,C4,COVID-19,1839,975,5.057096247960848,899,5
c001628,HIP043,H4,Healthy,1799,980,8.171206225680933,898,5
c001629,S556,C2,COVID-19,1887,974,7.578166401695814,898,5
c001630,S557,C3,COVID-19,3229,996,12.078042737689687,896,5
c001631,S558,C4,COVID-19,2178,968,4.086317722681359,896,5
c001632,S558,C4,COVID-19,1839,981,5.76400217509516,895,5
c001633,S557,C3,COVID-19,1919,966,4.481500781657113,894,5
c001634,S556,C2,COVID-19,1842,970,2.985884907709012,892,5
c001635,S557,C3,COVID-19,1890,971,6.190476190476191,891,5
c001636,HIP043,H4,Healthy,1524,960,7.611548556430447,890,5
c001637,S557,C3,COVID-19,1828,981,9.573304157549234,890,5
c001638,S557,C3,COVID-19,1923,968,8.112324492979718,889,5
c001639,S556,C2,COVID-19,1758,980,5.40386803185438,888,5
c001640,S558,C4,COVID-19,1883,963,2.867764206054169,887,5
c001641,S558,C4,COVID-19,2153,973,3.390617742684626,887,5
c001642,S556,C2,COVID-19,2064,956,8.624031007751938,886,5
c001643,S556,C2,COVID-19,1842,968,10.260586319218241,886,5
c001644,HIP043,H4,Healthy,1674,963,4.241338112305854,885,5
c001645,HIP043,H4,Healthy,1934,976,9.772492244053774,885,5
c001646,S557,C3,COVID-19,1750,965,7.085714285714285,885,5
c001647,S557,C3,COVID-19,1914,981,5.903866248693835,885,5
c001648,HIP043,H4,Healthy,1697,972,5.008839127872717,884,5
c001649,S556,C2,COVID-19,1564,950,3.452685421994885,884,5
c001650,S557,C3,COVID-19,1885,969,7.5331564986737405,884,5
c001651,S558,C4,COVID-19,1695,962,7.1976401179941005,884,5
c001652,HIP043,H4,Healthy,1670,945,6.88622754491018,883,5
c001653,S558,C4,COVID-19,2034,970,6.1946902654867255,883,5
c001654,S557,C3,COVID-19,2031,960,5.120630231413097,882,5
c001655,S556,C2,COVID-19,1687,961,3.912270302311796,880,5
c001656,S558,C4,COVID-19,1890,954,6.613756613756614,880,5
c001657,HIP043,H4,Healthy,1545,961,6.86084142394822,879,5
c001658,S557,C3,COVID-19,2027,969,5.4760730143068574,879,5
c001659,S557,C3,COVID-19,1960,969,5.357142857142857,879,5
c001660,S557,C3,COVID-19,1822,976,10.922063666300769,879,5
c001661,S558,C4,COVID-19,1896,962,5.485232067510548,879,5
c001662,S558,C4,COVID-19,1736,970,6.73963133640553,879,5
c001663,S556,C2,COVID-19,1782,944,4.040404040404041,878,5
c001664,S558,C4,COVID-19,2074,983,5.978784956605593,878,5
c001665,HIP043,H4,Healthy,1533,957,7.501630789302022,877,5
c001666,S557,C3,COVID-19,1574,947,5.273189326556544,877,5
c001667,S558,C4,COVID-19,1448,952,2.9696132596685083,877,5
c001668,S558,C4,COVID-19,1693,953,7.324276432368577,877,5
c001669,S558,C4,COVID-19,1764,940,5.1020408163265305,876,5
c001670,S558,C4,COVID-19,1923,952,4.5241809672386895,875,5
c001671,S557,C3,COVID-19,1614,949,5.1425030978934325,874,5
c001672,S557,C3,COVID-19,1708,964,2.2248243559718968,873,5
c001673,S558,C4,COVID-19,1668,954,3.8968824940047964,873,5
c001674,HIP043,H4,Healthy,1688,940,10.604265402843602,872,5
c001675,S557,C3,COVID-19,1648,955,7.342233009708738,872,5
c001676,S557,C3,COVID-19,3378,973,10.0947306098283,872,5
c001677,S556,C2,COVID-19,1845,943,3.794037940379404,871,5
c001678,S558,C4,COVID-19,1932,968,9.834368530020704,871,5
c001679,S557,C3,COVID-19,1787,949,5.651930609960829,870,5
c001680,S557,C3,COVID-19,2286,947,6.911636045494313,870,5
c001681,S557,C3,COVID-19,2333,952,5.572224603514788,870,5
c001682,S557,C3,COVID-19,2013,945,8.19672131147541,868,5
c001683,S558,C4,COVID-19,2069,930,5.364910584823586,868,5
c001684,HIP043,H4,Healthy,1680,949,8.928571428571429,867,5
c001685,S558,C4,COVID-19,1539,941,2.7940220922677064,867,5
c001686,S557,C3,COVID-19,1782,929,2.6374859708193044,866,5
c001687,S557,C3,COVID-19,2195,961,12.437357630979498,866,5
c001688,S558,C4,COVID-19,2145,950,3.543123543123543,866,5
c001689,S557,C3,COVID-19,1700,937,4.764705882352941,865,5
c001690,S557,C3,COVID-19,1722,951,5.86527293844367,865,5
c001691,S557,C3,COVID-19,1996,955,7.81563126252505,865,5
c001692,S558,C4,COVID-19,1835,935,6.7574931880108995,865,5
c001693,S558,C4,COVID-19,1657,928,3.31925165962583,864,5
c001694,S557,C3,COVID-19,2254,938,4.436557231588288,863,5
c001695,S557,C3,COVID-19,2320,947,5.387931034482759,863,5
c001696,S557,C3,COVID-19,1952,942,17.008196721311474,863,5
c001697,S557,C3,COVID-19,1855,929,10.566037735849056,862,5
c001698,S557,C3,COVID-19,1761,943,7.382169222032936,862,5
c001699,S557,C3,COVID-19,1731,937,7.105719237435009,861,5
c001700,S558,C4,COVID-19,1865,922,6.970509383378016,861,5
c001701,S557,C3,COVID-19,1949,945,5.233453052847614,860,5
c001702,S557,C3,COVID-19,1723,943,10.214741729541498,860,5
c001703,S558,C4,COVID-19,1644,921,4.075425790754258,860,5
c001704,S558,C4,COVID-19,1836,924,8.442265795206971,860,5
c001705,S558,C4,COVID-19,1758,935,8.987485779294653,859,5
c001706,HIP043,H4,Healthy,1690,947,5.562130177514793,858,5
c001707,S558,C4,COVID-19,2758,970,6.81653372008702,857,5
c001708,S557,C3,COVID-19,2013,945,8.842523596621957,856,5
c001709,S557,C3,COVID-19,2104,947,8.602661596958175,856,5
c001710,S558,C4,COVID-19,1783,937,7.515423443634324,856,5
c001711,S556,C2,COVID-19,1691,934,5.617977528089888,855,5
c001712,S557,C3,COVID-19,2031,920,7.533234859675037,855,5
c001713,S557,C3,COVID-19,2026,942,5.133267522211254,855,5
c001714,S558,C4,COVID-19,1891,920,3.7546271813855103,855,5
c001715,S558,C4,COVID-19,1546,933,4.527813712807244,854,5
c001716,S558,C4,COVID-19,1791,921,5.47180346175321,853,5
c001717,S558,C4,COVID-19,2803,935,4.495183731716018,853,5
c001718,S556,C2,COVID-19,1783,932,15.479528883903534,852,5
c001719,S557,C3,COVID-19,1757,927,10.984632896983495,852,5
c001720,S558,C4,COVID-19,2175,934,5.149425287356322,852,5
c001721,S557,C3,COVID-19,1762,922,8.059023836549375,851,5
c001722,S558,C4,COVID-19,1664,910,7.391826923076923,851,5
c001723,S558,C4,COVID-19,2138,947,4.256314312441535,851,5
c001724,S557,C3,COVID-19,1675,910,5.850746268656716,850,5
c001725,S558,C4,COVID-19,1956,920,6.7995910020449895,850,5
c001726,S558,C4,COVID-19,1833,941,7.419530823786143,850,5
c001727,S557,C3,COVID-19,1646,920,5.407047387606318,849,5
c001728,S558,C4,COVID-19,1807,919,3.9845047039291646,849,5
c001729,S557,C3,COVID-19,1777,935,8.55374226223973,848,5
c001730,S558,C4,COVID-19,1788,944,5.760626398210291,848,5
c001731,S557,C3,COVID-19,1904,932,10.294117647058824,847,5
c001732,S558,C4,COVID-19,1708,917,5.210772833723653,846,5
c001733,S558,C4,COVID-19,1943,930,8.646423057128152,846,5
c001734,HIP043,H4,Healthy,1901,928,11.09942135718043,843,5
c001735,S558,C4,COVID-19,1897,906,9.11966262519768,843,5
c001736,S558,C4,COVID-19,1692,930,3.368794326241135,843,5
c001737,S558,C4,COVID-19,1945,933,7.300771208226221,842,5
c001738,HIP043,H4,Healthy,1657,918,6.75920337960169,839,5
c001739,HIP043,H4,Healthy,1823,927,9.270433351618212,839,5
c001740,S556,C2,COVID-19,2154,919,5.3389043639740015,838,5
c001741,HIP043,H4,Healthy,1531,906,6.270411495754409,837,5
c001742,HIP043,H4,Healthy,1561,920,5.957719410634208,837,5
c001743,S558,C4,COVID-19,1591,898,4.336895034569453,837,5
c001744,S558,C4,COVID-19,2166,899,4.986149584487535,837,5
c001745,HIP043,H4,Healthy,1659,907,7.353827606992164,836,5
c001746,S558,C4,COVID-19,1413,890,4.600141542816702,835,5
c001747,S558,C4,COVID-19,1417,897,4.587155963302752,835,5
c001748,S558,C4,COVID-19,2255,901,6.385809312638581,835,5
c001749,S557,C3,COVID-19,2216,930,7.265342960288809,834,5
c001750,HIP043,H4,Healthy,1539,889,5.458089668615984,833,5
c001751,S556,C2,COVID-19,1810,922,8.066298342541437,832,5
c001752,S557,C3,COVID-19,1748,907,4.805491990846682,832,5
c001753,S558,C4,COVID-19,1743,897,3.7865748709122204,832,5
c001754,S558,C4,COVID-19,1490,894,5.8389261744966445,832,5
c001755,S557,C3,COVID-19,1938,918,5.314757481940145,831,5
c001756,HIP043,H4,Healthy,1681,905,8.92325996430696,830,5
c001757,S557,C3,COVID-19,1799,902,3.8910505836575875,830,5
c001758,S558,C4,COVID-19,1805,904,5.484764542936288,830,5
c001759,HIP043,H4,Healthy,1507,903,10.418049104180492,829,5
c001760,S557,C3,COVID-19,1695,908,6.2536873156342185,829,5
c001761,S558,C4,COVID-19,1516,892,6.794195250659631,829,5
c001762,S558,C4,COVID-19,1710,917,5.906432748538012,829,5
c001763,S557,C3,COVID-19,1703,897,7.28126834997064,828,5
c001764,S557,C3,COVID-19,1570,910,4.012738853503185,828,5
c001765,S557,C3,COVID-19,1706,916,8.499413833528722,828,5
c001766,S556,C2,COVID-19,1610,893,5.590062111801243,827,5
c001767,S558,C4,COVID-19,1790,883,5.4748603351955305,827,5
c001768,S557,C3,COVID-19,1712,898,4.380841121495327,826,5
c001769,S557,C3,COVID-19,1900,899,10.105263157894736,826,5
c001770,S558,C4,COVID-19,1590,896,5.1572327044025155,826,5
c001771,HIP043,H4,Healthy,1523,896,8.010505581089953,825,5
c001772,S558,C4,COVID-19,1457,873,5.765271105010295,825,5
c001773,S558,C4,COVID-19,1616,884,4.26980198019802,825,5
c001774,S557,C3,COVID-19,1735,887,6.801152737752162,824,5
c001775,S558,C4,COVID-19,1458,913,3.978052126200274,824,5
c001776,S557,C3,COVID-19,1576,886,8.185279187817258,823,5
c001777,S557,C3,COVID-19,1723,883,2.7858386535113175,822,5
c001778,S558,C4,COVID-19,1545,896,4.983818770226537,822,5
c001779,S558,C4,COVID-19,1741,901,6.4330844342332,822,5
c001780,S558,C4,COVID-19,1735,885,5.244956772334294,821,5
c001781,S556,C2,COVID-19,1744,890,4.587155963302752,820,5
c001782,S558,C4,COVID-19,1578,890,5.766793409378961,820,5
c001783,S556,C2,COVID-19,1569,890,3.123008285532186,819,5
c001784,S557,C3,COVID-19,1721,896,13.073794305636257,819,5
c001785,S557,C3,COVID-19,1647,881,4.18943533697632,818,5
c001786,S557,C3,COVID-19,1862,896,5.961331901181525,817,5
c001787,S556,C2,COVID-19,1498,881,5.607476635514018,816,5
c001788,S558,C4,COVID-19,1691,883,8.515671200473093,816,5
c001789,S558,C4,COVID-19,1875,886,5.333333333333333,816,5
c001790,S557,C3,COVID-19,1607,904,6.533914125700062,815,5
c001791,S557,C3,COVID-19,1734,902,7.151095732410611,815,5
c001792,S558,C4,COVID-19,1489,883,4.09670920080591,815,5
c001793,S558,C4,COVID-19,1994,885,7.472417251755266,815,5
c001794,S557,C3,COVID-19,2745,894,10.965391621129326,813,5
c001795,S558,C4,COVID-19,1755,892,6.153846153846154,810,5
c001796,S557,C3,COVID-19,1444,888,2.9085872576177287,809,5
c001797,S558,C4,COVID-19,1615,878,6.439628482972136,809,5
c001798,S558,C4,COVID-19,1571,867,5.47422024188415,807,5
c001799,S558,C4,COVID-19,1690,884,7.159763313609467,807,5
c001800,S558,C4,COVID-19,2691,914,6.057227796358231,807,5
c001801,S558,C4,COVID-19,1435,858,6.411149825783972,806,5
c001802,S557,C3,COVID-19,1507,874,4.71134704711347,805,5
c001803,S558,C4,COVID-19,1934,890,5.170630816959669,804,5
c001804,S557,C3,COVID-19,1505,888,5.780730897009967,803,5
c001805,S557,C3,COVID-19,1781,881,10.106681639528356,803,5
c001806,S557,C3,COVID-19,1648,899,6.067961165048544,803,5
c001807,S558,C4,COVID-19,1779,884,7.195053400786959,803,5
c001808,HIP043,H4,Healthy,1739,861,0.5750431282346176,802,5
c001809,HIP043,H4,Healthy,1684,873,2.969121140142518,802,5
c001810,S557,C3,COVID-19,1921,874,12.857886517438834,802,5
c001811,S558,C4,COVID-19,1671,877,5.086774386594853,802,5
c001812,S558,C4,COVID-19,1643,879,5.4169202678028,802,5
c001813,S557,C3,COVID-19,1637,871,3.726328649969456,801,5
c001814,S558,C4,COVID-19,1854,857,3.128371089536138,801,5
c001815,S558,C4,COVID-19,1486,861,4.037685060565276,800,5
c001816,S558,C4,COVID-19,1792,866,5.915178571428571,800,5
c001817,HIP043,H4,Healthy,1808,877,8.075221238938052,799,5
c001818,S557,C3,COVID-19,1730,873,12.138728323699421,799,5
c001819,S558,C4,COVID-19,1860,865,3.870967741935484,799,5
c001820,S558,C4,COVID-19,1891,863,3.1729243786356425,799,5
c001821,S558,C4,COVID-19,1475,864,5.830508474576271,799,5
c001822,S558,C4,COVID-19,1411,866,7.5832742735648475,798,5
c001823,S557,C3,COVID-19,2192,871,5.063868613138686,797,5
c001824,S558,C4,COVID-19,1740,877,7.068965517241379,797,5
c001825,S557,C3,COVID-19,1598,886,6.570713391739675,796,5
c001826,S556,C2,COVID-19,1601,861,5.434103685196752,795,5
c001827,S557,C3,COVID-19,1705,869,2.7565982404692084,794,5
c001828,S558,C4,COVID-19,1640,846,4.817073170731708,794,5
c001829,S558,C4,COVID-19,1593,860,5.084745762711864,794,5
c001830,S557,C3,COVID-19,1747,869,10.074413279908415,793,5
c001831,S557,C3,COVID-19,1634,849,6.181150550795594,792,5
c001832,S557,C3,COVID-19,2360,871,3.135593220338983,792,5
c001833,S558,C4,COVID-19,1512,856,4.298941798941799,792,5
c001834,HIP043,H4,Healthy,1444,852,8.65650969529086,791,5
c001835,S557,C3,COVID-19,1649,882,6.124924196482716,791,5
c001836,S558,C4,COVID-19,1783,862,5.4402692091979805,791,5
c001837,S557,C3,COVID-19,1684,860,4.097387173396674,790,5
c001838,S557,C3,COVID-19,1552,867,4.510309278350515,788,5
c001839,S557,C3,COVID-19,1753,875,8.328579577866515,788,5
c001840,S557,C3,COVID-19,1539,872,7.732293697205978,788,5
c001841,S558,C4,COVID-19,1640,859,5.0,788,5
c001842,S557,C3,COVID-19,1531,857,5.355976485956891,787,5
c001843,S558,C4,COVID-19,1436,853,5.8495821727019495,787,5
c001844,S557,C3,COVID-19,1791,850,7.816862088218872,786,5
c001845,S557,C3,COVID-19,1475,860,4.338983050847458,786,5
c001846,S557,C3,COVID-19,1993,867,2.5589563472152532,786,13
c001847,S556,C2,COVID-19,1687,887,5.868405453467694,785,5
c001848,S557,C3,COVID-19,1525,849,4.19672131147541,785,5
c001849,S557,C3,COVID-19,1506,854,8.300132802124834,785,5
c001850,S557,C3,COVID-19,1575,873,6.095238095238095,785,5
c001851,S558,C4,COVID-19,1619,851,4.2001235330450895,785,5
c001852,S558,C4,COVID-19,2019,860,5.943536404160476,785,5
c001853,S557,C3,COVID-19,1968,858,7.926829268292683,784,5
c001854,S558,C4,COVID-19,1660,865,8.132530120481928,782,5
c001855,S558,C4,COVID-19,1693,854,3.6621382161842884,781,5
c001856,S557,C3,COVID-19,1622,854,9.494451294697903,779,5
c001857,S557,C3,COVID-19,1554,850,5.7915057915057915,779,5
c001858,S557,C3,COVID-19,1626,865,4.243542435424354,779,5
c001859,S558,C4,COVID-19,1638,856,4.884004884004884,779,5
c001860,HIP043,H4,Healthy,1388,842,10.590778097982708,777,5
c001861,HIP043,H4,Healthy,1369,844,7.085463842220599,777,5
c001862,HIP043,H4,Healthy,1994,848,7.773319959879639,777,5
c001863,S556,C2,COVID-19,1553,846,6.889890534449453,777,5
c001864,HIP043,H4,Healthy,1332,848,7.882882882882883,776,5
c001865,HIP043,H4,Healthy,1359,857,5.445180279617365,776,5
c001866,HIP043,H4,Healthy,1701,861,8.700764256319811,776,5
c001867,S557,C3,COVID-19,1814,844,7.883131201764058,776,5
c001868,S557,C3,COVID-19,1558,846,9.370988446726573,776,5
c001869,S558,C4,COVID-19,2052,849,2.7777777777777777,776,5
c001870,S557,C3,COVID-19,1753,830,2.053622361665716,774,5
c001871,S558,C4,COVID-19,1386,863,5.627705627705628,774,5
c001872,S556,C2,COVID-19,2042,866,6.709108716944172,773,5
c001873,S557,C3,COVID-19,1560,838,7.17948717948718,773,5
c001874,S557,C3,COVID-19,1744,862,13.302752293577981,773,5
c001875,S557,C3,COVID-19,1786,845,6.662933930571109,772,5
c001876,S558,C4,COVID-19,1917,830,3.755868544600939,772,5
c001877,S558,C4,COVID-19,1503,851,7.0525615435795075,772,5
c001878,S558,C4,COVID-19,1443,836,4.573804573804574,771,5
c001879,S558,C4,COVID-19,1414,838,4.809052333804809,771,5
c001880,S557,C3,COVID-19,1843,831,3.4725990233315245,770,5
c001881,S558,C4,COVID-19,1770,845,8.248587570621469,770,5
c001882,S558,C4,COVID-19,1487,839,8.876933422999327,769,5
c001883,S556,C2,COVID-19,1434,834,12.133891213389122,768,5
c001884,S557,C3,COVID-19,1787,839,10.520425293788472,768,5
c001885,S558,C4,COVID-19,1552,845,10.309278350515465,768,5
c001886,S557,C3,COVID-19,1399,828,4.6461758398856325,767,5
c001887,S557,C3,COVID-19,1488,841,7.526881720430108,767,5
c001888,S557,C3,COVID-19,1495,833,8.82943143812709,767,5
c001889,HIP043,H4,Healthy,1608,833,12.064676616915422,766,5
c001890,S558,C4,COVID-19,1317,820,2.201974183750949,766,5
c001891,HIP043,H4,Healthy,1596,851,7.894736842105263,765,5
c001892,S557,C3,COVID-19,1553,843,3.734707018673535,765,5
c001893,S557,C3,COVID-19,1558,831,9.948652118100128,764,5
c001894,S558,C4,COVID-19,1832,833,6.495633187772926,764,5
c001895,S558,C4,COVID-19,1724,839,9.338747099767982,764,5
c001896,S556,C2,COVID-19,2660,848,6.7669172932330826,763,5
c001897,S557,C3,COVID-19,1480,819,6.148648648648648,763,5
c001898,S557,C3,COVID-19,1709,854,14.86249268578116,763,5
c001899,S557,C3,COVID-19,1555,855,5.144694533762058,760,5
c001900,S557,C3,COVID-19,1447,823,8.569454042847271,758,5
c001901,S557,C3,COVID-19,1755,822,8.205128205128204,758,5
c001902,S557,C3,COVID-19,2001,836,5.747126436781609,758,5
c001903,HIP043,H4,Healthy,1834,836,11.504907306434024,757,5
c001904,S557,C3,COVID-19,1722,818,4.761904761904762,756,5
c001905,S557,C3,COVID-19,1382,825,4.775687409551375,756,5
c001906,S558,C4,COVID-19,1277,813,3.1323414252153485,756,5
c001907,S558,C4,COVID-19,2138,824,5.893358278765201,756,5
c001908,S558,C4,COVID-19,1396,829,6.160458452722063,755,5
c001909,S557,C3,COVID-19,1841,840,10.483432916892992,754,5
c001910,S558,C4,COVID-19,1436,820,3.203342618384401,754,5
c001911,S558,C4,COVID-19,1598,844,7.759699624530663,754,5
c001912,S557,C3,COVID-19,3513,829,9.50754341019072,753,5
c001913,S558,C4,COVID-19,1433,823,7.46685275645499,753,5
c001914,HIP043,H4,Healthy,1394,810,9.899569583931134,752,5
c001915,S557,C3,COVID-19,1463,827,8.885850991114149,752,5
c001916,S558,C4,COVID-19,1618,818,10.506798516687269,752,5
c001917,S558,C4,COVID-19,2061,830,5.5798156234837455,752,5
c001918,S556,C2,COVID-19,1606,818,3.5491905354919053,750,5
c001919,S556,C2,COVID-19,1404,822,6.695156695156695,750,5
c001920,S558,C4,COVID-19,1394,816,2.2238163558106168,750,5
c001921,HIP043,H4,Healthy,1320,815,7.878787878787879,749,5
c001922,S556,C2,COVID-19,1366,817,6.002928257686676,749,5
c001923,S556,C2,COVID-19,1421,818,7.459535538353272,749,5
c001924,S557,C3,COVID-19,1720,823,6.9186046511627906,748,5
c001925,HIP043,H4,Healthy,1459,822,9.115832762165867,747,5
c001926,S557,C3,COVID-19,1605,813,4.11214953271028,747,5
c001927,S558,C4,COVID-19,1617,814,4.081632653061225,746,5
c001928,S557,C3,COVID-19,1732,809,12.1824480369515,745,5
c001929,S556,C2,COVID-19,1485,807,5.454545454545454,744,5
c001930,S557,C3,COVID-19,1461,810,10.198494182067078,744,5
c001931,S557,C3,COVID-19,1467,815,11.383776414451262,744,5
c001932,HIP043,H4,Healthy,1237,803,5.82053354890865,743,5
c001933,S556,C2,COVID-19,1370,827,5.766423357664234,743,5
c001934,S557,C3,COVID-19,2968,820,6.907008086253369,743,5
c001935,HIP043,H4,Healthy,1287,805,6.993006993006993,742,5
c001936,HIP043,H4,Healthy,1305,812,10.49808429118774,742,5
c001937,S557,C3,COVID-19,1337,803,9.349289454001497,742,5
c001938,S557,C3,COVID-19,1585,808,11.419558359621451,742,5
c001939,S557,C3,COVID-19,1470,816,3.129251700680272,742,5
c001940,S558,C4,COVID-19,1980,820,6.01010101010101,742,5
c001941,S558,C4,COVID-19,1703,796,4.286553141514974,741,5
c001942,HIP043,H4,Healthy,1465,810,10.98976109215017,740,5
c001943,S557,C3,COVID-19,1498,818,11.081441922563418,740,5
c001944,S558,C4,COVID-19,1811,813,5.30093870789619,740,5
c001945,HIP043,H4,Healthy,1319,808,8.036391205458681,739,5
c001946,S557,C3,COVID-19,1963,809,9.577177789098318,739,5
c001947,S558,C4,COVID-19,1230,797,7.154471544715447,739,5
c001948,S558,C4,COVID-19,1395,802,4.946236559139785,739,5
c001949,S557,C3,COVID-19,1351,795,2.516654330125833,738,5
c001950,S558,C4,COVID-19,1516,787,3.9577836411609497,737,5
c001951,S558,C4,COVID-19,1658,810,6.815440289505428,737,5
c001952,S557,C3,COVID-19,1541,806,4.023361453601558,736,5
c001953,HIP043,H4,Healthy,1629,802,13.996316758747698,735,5
c001954,HIP043,H4,Healthy,1500,800,7.2,734,5
c001955,S557,C3,COVID-19,1560,797,5.641025641025641,734,5
c001956,S557,C3,COVID-19,2066,800,3.9690222652468536,734,5
c001957,S557,C3,COVID-19,1485,814,9.62962962962963,734,5
c001958,HIP043,H4,Healthy,1341,791,6.114839671886652,733,5
c001959,S558,C4,COVID-19,1392,786,10.632183908045977,733,5
c001960,S558,C4,COVID-19,1559,805,6.991661321359846,732,5
c001961,S558,C4,COVID-19,1401,783,4.139900071377587,731,5
c001962,S558,C4,COVID-19,1385,805,2.3826714801444044,731,5
c001963,S558,C4,COVID-19,1458,798,5.692729766803841,730,5
c001964,HIP043,H4,Healthy,1500,803,7.8,729,5
c001965,S557,C3,COVID-19,1450,797,8.482758620689655,729,5
c001966,S558,C4,COVID-19,1475,790,5.423728813559322,728,5
c001967,S558,C4,COVID-19,1356,795,5.23598820058997,728,5
c001968,S558,C4,COVID-19,1737,819,4.260218767990788,728,5
c001969,S557,C3,COVID-19,2208,804,2.4909420289855073,727,5
c001970,S557,C3,COVID-19,1511,807,16.14824619457313,727,5
c001971,S558,C4,COVID-19,1523,783,11.75311884438608,727,5
c001972,S558,C4,COVID-19,1461,788,5.4072553045859,727,5
c001973,S557,C3,COVID-19,1389,790,11.807055435565156,726,5
c001974,S557,C3,COVID-19,1453,809,3.64762560220234,726,5
c001975,S558,C4,COVID-19,1676,791,7.219570405727923,726,5
c001976,S558,C4,COVID-19,1226,774,6.443719412724307,725,5
c001977,HIP043,H4,Healthy,1381,776,8.254887762490949,724,5
c001978,HIP043,H4,Healthy,1282,792,5.070202808112325,724,5
c001979,S556,C2,COVID-19,1304,778,11.042944785276074,724,5
c001980,S557,C3,COVID-19,2051,796,4.729400292540224,724,5
c001981,S558,C4,COVID-19,1397,775,5.082319255547602,723,5
c001982,HIP043,H4,Healthy,1535,773,11.791530944625407,722,5
c001983,S557,C3,COVID-19,1835,789,9.754768392370572,722,5
c001984,S558,C4,COVID-19,1561,793,7.174887892376682,722,5
c001985,S558,C4,COVID-19,1461,791,5.270362765229295,721,5
c001986,S557,C3,COVID-19,1732,792,4.618937644341801,720,5
c001987,S558,C4,COVID-19,1505,803,4.850498338870432,719,5
c001988,S556,C2,COVID-19,1395,788,6.236559139784946,717,5
c001989,S557,C3,COVID-19,1896,803,16.9831223628692,717,5
c001990,S558,C4,COVID-19,1441,803,10.270645385149201,717,5
c001991,S557,C3,COVID-19,1721,789,9.122603137710634,716,5
c001992,S557,C3,COVID-19,1479,789,15.55104800540906,715,5
c001993,HIP043,H4,Healthy,1305,771,8.735632183908047,714,5
c001994,HIP043,H4,Healthy,1257,777,4.614160700079554,714,5
